,index,ts_hour_sin,ts_hour_cos,tou_offpeak,tou_standard,tou_peak,day_week,day_saturday,day_sunday,site_load_energy,solar_prod_energy,solar_ctlr_setpoint,grid_import_energy,grid_notified_maximum_demand,bess_avail_discharge_energy,bess_capacity,bess_cycle_efficiency,bess_charge_from_solar_energy,bess_charge_from_grid_energy,bess_discharge_energy,tou_peak_tariff,tou_standard_tariff,tou_offpeak_tariff,solar_ppa_tariff,debug_flag,grid_surplus_energy,solar_surplus_energy,solar_vs_load_ratio,bess_soc,action_name,reward_earned
92,92,0.9129452507276277,0.40808206181339196,0.0,1.0,0.0,1.0,0.0,0.0,939.9,0.0,100.0,939.9,2000.0,1000.0,3000.0,0.9,0.0,1000.0,0.0,5.0,2.0,1.0,1.4,True,1060.1,0.0,0.0,33.33,charge-1000,700.0
93,93,0.8366556385360561,-0.5477292602242684,0.0,1.0,0.0,1.0,0.0,0.0,1507.6,0.0,100.0,1507.6,2000.0,1000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,492.4,0.0,0.0,33.33,do-nothing,0.0
94,94,-0.008851309290403876,-0.9999608263946371,1.0,0.0,0.0,1.0,0.0,0.0,1139.5,0.0,100.0,1139.5,2000.0,1860.5,3000.0,0.9,0.0,860.5,0.0,5.0,2.0,1.0,1.4,True,860.5,0.0,0.0,62.02,charge-1000,1850.08
95,95,-0.8462204041751706,-0.5328330203333975,1.0,0.0,0.0,1.0,0.0,0.0,1644.6,0.0,100.0,1644.6,2000.0,2215.9,3000.0,0.9,0.0,355.4,0.0,5.0,2.0,1.0,1.4,True,355.4,0.0,0.0,73.86,charge-1500,764.11
96,96,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1273.9,0.0,100.0,1273.9,2000.0,2942.0,3000.0,0.9,0.0,726.1,0.0,5.0,2.0,1.0,1.4,True,726.1,0.0,0.0,98.07,charge-1500,2541.8199999999997
97,97,0.8414709848078965,0.5403023058681398,1.0,0.0,0.0,1.0,0.0,0.0,1480.4,0.0,100.0,1480.4,2000.0,3000.0,3000.0,0.9,0.0,58.000000000000114,0.0,5.0,2.0,1.0,1.4,True,519.6,0.0,0.0,100.0,charge-1000,1124.7
98,98,0.9092974268256817,-0.4161468365471424,1.0,0.0,0.0,1.0,0.0,0.0,1558.2,0.0,100.0,1558.2,2000.0,2000.0,3000.0,0.9,0.0,0.0,1000.0,5.0,2.0,1.0,1.4,True,441.8,0.0,0.0,66.67,discharge-1000,-2888.89
99,99,0.1411200080598672,-0.9899924966004454,1.0,0.0,0.0,1.0,0.0,0.0,1322.4,0.0,100.0,1322.4,2000.0,2677.6,3000.0,0.9,0.0,677.6,0.0,5.0,2.0,1.0,1.4,True,677.6,0.0,0.0,89.25,charge-1000,2349.34
100,100,-0.7568024953079282,-0.6536436208636119,1.0,0.0,0.0,1.0,0.0,0.0,1286.5,0.0,100.0,1286.5,2000.0,1677.6,3000.0,0.9,0.0,0.0,1000.0,5.0,2.0,1.0,1.4,True,713.5,0.0,0.0,55.92,discharge-1000,-2888.89
101,101,-0.9589242746631385,0.28366218546322625,1.0,0.0,0.0,1.0,0.0,0.0,1519.19,13.29,100.0,1505.9,2000.0,2171.7,3000.0,0.9,0.0,494.1,0.0,5.0,2.0,1.0,1.4,True,494.1,0.0,0.87,72.39,charge-1000,1062.3200000000002
102,102,-0.27941549819892586,0.960170286650366,0.0,0.0,1.0,1.0,0.0,0.0,1424.8,88.3,100.0,1336.5,2000.0,2835.2,3000.0,0.9,0.0,663.5,0.0,5.0,2.0,1.0,1.4,True,663.5,0.0,6.2,94.51,charge-1500,-1476.6799999999998
103,103,0.6569865987187891,0.7539022543433046,0.0,0.0,1.0,1.0,0.0,0.0,1105.7,176.4,100.0,929.3,2000.0,1905.8999999999999,3000.0,0.9,0.0,0.0,929.3,5.0,2.0,1.0,1.4,True,1070.7,0.0,15.95,63.53,discharge-1500,3097.67
104,104,0.9893582466233818,-0.14550003380861354,0.0,0.0,1.0,1.0,0.0,0.0,1652.7,368.7,100.0,1284.0,2000.0,1405.8999999999999,3000.0,0.9,0.0,0.0,500.0,5.0,2.0,1.0,1.4,True,716.0,0.0,22.31,46.86,discharge-500,1666.67
105,105,0.4121184852417566,-0.9111302618846769,0.0,1.0,0.0,1.0,0.0,0.0,1114.9,538.7,100.0,576.2,2000.0,1905.8999999999999,3000.0,0.9,0.0,500.0,0.0,5.0,2.0,1.0,1.4,True,1423.8,0.0,48.32,63.53,charge-500,350.0
106,106,-0.5440211108893698,-0.8390715290764524,0.0,1.0,0.0,1.0,0.0,0.0,1590.6,278.1,94.692,1312.5,2000.0,1405.8999999999999,3000.0,0.9,0.0,0.0,500.0,5.0,2.0,1.0,1.4,True,687.5,15.59,17.48,46.86,discharge-500,-641.72
107,107,-0.9999902065507035,0.004425697988050785,0.0,1.0,0.0,1.0,0.0,0.0,1064.15,385.65,96.519,678.5,2000.0,905.8999999999999,3000.0,0.9,0.0,0.0,500.0,5.0,2.0,1.0,1.4,True,1321.5,13.91,36.24,30.2,discharge-500,-644.4100000000001
108,108,-0.5365729180004349,0.8438539587324921,0.0,1.0,0.0,1.0,0.0,0.0,1618.85,500.65,100.0,1118.2,2000.0,1787.6999999999998,3000.0,0.9,0.0,881.8,0.0,5.0,2.0,1.0,1.4,True,881.8,0.0,30.93,59.59,charge-1000,617.2600000000002
109,109,0.4201670368266409,0.9074467814501962,0.0,1.0,0.0,1.0,0.0,0.0,1484.44,298.04,100.0,1186.4,2000.0,2601.2999999999997,3000.0,0.9,0.0,813.6,0.0,5.0,2.0,1.0,1.4,True,813.6,0.0,20.08,86.71,charge-1000,1436.62
110,110,0.9906073556948704,0.1367372182078336,0.0,1.0,0.0,1.0,0.0,0.0,1476.42,444.62,100.0,1031.8,2000.0,3000.0,3000.0,0.9,0.0,398.7000000000003,0.0,5.0,2.0,1.0,1.4,True,968.2,0.0,30.11,100.0,charge-500,1279.0900000000001
111,111,0.6502878401571168,-0.7596879128588213,0.0,1.0,0.0,1.0,0.0,0.0,1445.49,370.79,100.0,1074.7,2000.0,2500.0,3000.0,0.9,0.0,0.0,500.0,5.0,2.0,1.0,1.4,True,925.3,0.0,25.65,83.33,discharge-500,166.62999999999988
112,112,-0.2879033166650653,-0.9576594803233847,0.0,1.0,0.0,1.0,0.0,0.0,1213.7,185.3,100.0,1028.4,2000.0,3000.0,3000.0,0.9,0.0,500.0000000000001,0.0,5.0,2.0,1.0,1.4,True,971.6,0.0,15.27,100.0,charge-1000,1350.0
113,113,-0.9613974918795568,-0.27516333805159693,0.0,0.0,1.0,1.0,0.0,0.0,1288.05,84.85,100.0,1203.2,2000.0,1796.8,3000.0,0.9,0.0,0.0,1203.2,5.0,2.0,1.0,1.4,True,796.8,0.0,6.59,59.89,discharge-1500,4010.67
114,114,-0.750987246771676,0.6603167082440802,0.0,0.0,1.0,1.0,0.0,0.0,1158.13,6.63,100.0,1151.5,2000.0,1296.8,3000.0,0.9,0.0,0.0,500.0,5.0,2.0,1.0,1.4,True,848.5,0.0,0.57,43.23,discharge-500,1666.67
115,115,0.14987720966295234,0.9887046181866692,0.0,1.0,0.0,1.0,0.0,0.0,1219.6,0.0,100.0,1219.6,2000.0,2077.2,3000.0,0.9,0.0,780.4,0.0,5.0,2.0,1.0,1.4,True,780.4,0.0,0.0,69.24,charge-1500,546.28
116,116,0.9129452507276277,0.40808206181339196,0.0,1.0,0.0,1.0,0.0,0.0,1250.4,0.0,100.0,1250.4,2000.0,2577.2,3000.0,0.9,0.0,500.0,0.0,5.0,2.0,1.0,1.4,True,749.6,0.0,0.0,85.91,charge-500,1209.1
117,117,0.8366556385360561,-0.5477292602242684,0.0,1.0,0.0,1.0,0.0,0.0,1184.0,0.0,100.0,1184.0,2000.0,1393.1999999999998,3000.0,0.9,0.0,0.0,1184.0,5.0,2.0,1.0,1.4,True,816.0,0.0,0.0,46.44,discharge-1500,-1578.67
118,118,-0.008851309290403876,-0.9999608263946371,1.0,0.0,0.0,1.0,0.0,0.0,1158.3,0.0,100.0,1158.3,2000.0,2234.8999999999996,3000.0,0.9,0.0,841.7,0.0,5.0,2.0,1.0,1.4,True,841.7,0.0,0.0,74.5,charge-1500,1809.66
119,119,-0.8462204041751706,-0.5328330203333975,1.0,0.0,0.0,1.0,0.0,0.0,1572.6,0.0,100.0,1572.6,2000.0,1234.8999999999996,3000.0,0.9,0.0,0.0,1000.0,5.0,2.0,1.0,1.4,True,427.4,0.0,0.0,41.16,discharge-1000,-2888.89
120,120,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1403.2,0.0,100.0,1403.2,2000.0,234.89999999999964,3000.0,0.9,0.0,0.0,1000.0,5.0,2.0,1.0,1.4,True,596.8,0.0,0.0,7.83,discharge-1000,-3810.59
121,121,0.8414709848078965,0.5403023058681398,1.0,0.0,0.0,0.0,1.0,0.0,1481.2,0.0,100.0,1481.2,2000.0,0.0,3000.0,0.9,0.0,0.0,234.89999999999964,5.0,2.0,1.0,1.4,True,518.8,0.0,0.0,0.0,discharge-500,-1678.6
122,122,0.9092974268256817,-0.4161468365471424,1.0,0.0,0.0,0.0,1.0,0.0,1468.4,0.0,100.0,1468.4,2000.0,500.0,3000.0,0.9,0.0,500.0,0.0,5.0,2.0,1.0,1.4,True,531.6,0.0,0.0,16.67,charge-500,241.70000000000005
123,123,0.1411200080598672,-0.9899924966004454,1.0,0.0,0.0,0.0,1.0,0.0,1365.7,0.0,100.0,1365.7,2000.0,1134.3,3000.0,0.9,0.0,634.3,0.0,5.0,2.0,1.0,1.4,True,634.3,0.0,0.0,37.81,charge-1000,1363.74
124,124,-0.7568024953079282,-0.6536436208636119,1.0,0.0,0.0,0.0,1.0,0.0,1253.9,0.0,100.0,1253.9,2000.0,1634.3,3000.0,0.9,0.0,500.0,0.0,5.0,2.0,1.0,1.4,True,746.1,0.0,0.0,54.48,charge-500,1075.0
125,125,-0.9589242746631385,0.28366218546322625,1.0,0.0,0.0,0.0,1.0,0.0,1179.48,0.48,100.0,1179.0,2000.0,634.3,3000.0,0.9,0.0,0.0,1000.0,5.0,2.0,1.0,1.4,True,821.0,0.0,0.04,21.14,discharge-1000,-2888.89
126,126,-0.27941549819892586,0.960170286650366,1.0,0.0,0.0,0.0,1.0,0.0,1335.14,5.24,100.0,1329.9,2000.0,1304.4,3000.0,0.9,0.0,670.1,0.0,5.0,2.0,1.0,1.4,True,670.1,0.0,0.39,43.48,charge-1500,1440.7200000000003
127,127,0.6569865987187891,0.7539022543433046,0.0,1.0,0.0,0.0,1.0,0.0,1146.31,30.41,100.0,1115.9,2000.0,1804.4,3000.0,0.9,0.0,500.0,0.0,5.0,2.0,1.0,1.4,True,884.1,0.0,2.65,60.15,charge-500,350.0
128,128,0.9893582466233818,-0.14550003380861354,0.0,1.0,0.0,0.0,1.0,0.0,1062.9,88.5,100.0,974.4,2000.0,830.0000000000001,3000.0,0.9,0.0,0.0,974.4,5.0,2.0,1.0,1.4,True,1025.6,0.0,8.33,27.67,discharge-1500,-1299.2
129,129,0.4121184852417566,-0.9111302618846769,0.0,1.0,0.0,0.0,1.0,0.0,946.6,188.6,100.0,758.0,2000.0,1830.0,3000.0,0.9,0.0,1000.0,0.0,5.0,2.0,1.0,1.4,True,1242.0,0.0,19.92,61.0,charge-1000,700.0
130,130,-0.5440211108893698,-0.8390715290764524,0.0,1.0,0.0,0.0,1.0,0.0,1077.01,208.71,100.0,868.3,2000.0,2961.7,3000.0,0.9,0.0,1131.7,0.0,5.0,2.0,1.0,1.4,True,1131.7,0.0,19.38,98.72,charge-1500,1779.39
131,131,-0.9999902065507035,0.004425697988050785,0.0,1.0,0.0,0.0,1.0,0.0,867.94,361.74,100.0,506.2,2000.0,2961.7,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1493.8,0.0,41.68,98.72,do-nothing,987.2
132,132,-0.5365729180004349,0.8438539587324921,0.0,1.0,0.0,0.0,1.0,0.0,780.76,219.96,100.0,560.8,2000.0,3000.0,3000.0,0.9,0.0,38.30000000000018,0.0,5.0,2.0,1.0,1.4,True,1439.2,0.0,28.17,100.0,charge-1000,1026.81
133,133,0.4201670368266409,0.9074467814501962,0.0,1.0,0.0,0.0,1.0,0.0,832.61,335.11,100.0,497.5,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1502.5,0.0,40.25,100.0,charge-500,1000.0
134,134,0.9906073556948704,0.1367372182078336,0.0,1.0,0.0,0.0,1.0,0.0,666.02,268.92,100.0,397.1,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1602.9,0.0,40.38,100.0,charge-1500,1000.0
135,135,0.6502878401571168,-0.7596879128588213,0.0,1.0,0.0,0.0,1.0,0.0,701.02,148.22,100.0,552.8,2000.0,3000.0,3000.0,0.9,0.0,2.2737367544323206e-13,0.0,5.0,2.0,1.0,1.4,True,1447.2,0.0,21.14,100.0,charge-1500,1000.0
136,136,-0.2879033166650653,-0.9576594803233847,0.0,1.0,0.0,0.0,1.0,0.0,626.4,71.0,100.0,555.4,2000.0,2500.0,3000.0,0.9,0.0,0.0,500.0,5.0,2.0,1.0,1.4,True,1444.6,0.0,11.33,83.33,discharge-500,166.62999999999988
137,137,-0.9613974918795568,-0.27516333805159693,0.0,1.0,0.0,0.0,1.0,0.0,670.39,42.29,100.0,628.1,2000.0,1871.9,3000.0,0.9,0.0,0.0,628.1,5.0,2.0,1.0,1.4,True,1371.9,0.0,6.31,62.4,discharge-1500,-837.47
138,138,-0.750987246771676,0.6603167082440802,0.0,1.0,0.0,0.0,1.0,0.0,667.33,2.53,100.0,664.8,2000.0,3000.0,3000.0,0.9,0.0,1128.0999999999997,0.0,5.0,2.0,1.0,1.4,True,1335.2,0.0,0.38,100.0,charge-1500,1789.67
139,139,0.14987720966295234,0.9887046181866692,0.0,1.0,0.0,0.0,1.0,0.0,573.0,0.0,100.0,573.0,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1427.0,0.0,0.0,100.0,charge-1000,1000.0
140,140,0.9129452507276277,0.40808206181339196,1.0,0.0,0.0,0.0,1.0,0.0,589.1,0.0,100.0,589.1,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1410.9,0.0,0.0,100.0,do-nothing,1000.0
141,141,0.8366556385360561,-0.5477292602242684,1.0,0.0,0.0,0.0,1.0,0.0,603.1,0.0,100.0,603.1,2000.0,3000.0,3000.0,0.9,0.0,4.547473508864641e-13,0.0,5.0,2.0,1.0,1.4,True,1396.9,0.0,0.0,100.0,charge-1500,1000.0
142,142,-0.008851309290403876,-0.9999608263946371,1.0,0.0,0.0,0.0,1.0,0.0,584.8,0.0,100.0,584.8,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1415.2,0.0,0.0,100.0,charge-1000,1000.0
143,143,-0.8462204041751706,-0.5328330203333975,1.0,0.0,0.0,0.0,1.0,0.0,654.4,0.0,100.0,654.4,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1345.6,0.0,0.0,100.0,do-nothing,1000.0
144,144,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,605.8,0.0,100.0,605.8,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1394.2,0.0,0.0,100.0,charge-1000,1000.0
145,145,0.8414709848078965,0.5403023058681398,1.0,0.0,0.0,0.0,0.0,1.0,604.8,0.0,100.0,604.8,2000.0,3000.0,3000.0,0.9,0.0,2.2737367544323206e-13,0.0,5.0,2.0,1.0,1.4,True,1395.2,0.0,0.0,100.0,charge-1500,1000.0
146,146,0.9092974268256817,-0.4161468365471424,1.0,0.0,0.0,0.0,0.0,1.0,641.1,0.0,100.0,641.1,2000.0,3000.0,3000.0,0.9,0.0,4.547473508864641e-13,0.0,5.0,2.0,1.0,1.4,True,1358.9,0.0,0.0,100.0,charge-1500,1000.0
147,147,0.1411200080598672,-0.9899924966004454,1.0,0.0,0.0,0.0,0.0,1.0,599.9,0.0,100.0,599.9,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1400.1,0.0,0.0,100.0,charge-500,1000.0
148,148,-0.7568024953079282,-0.6536436208636119,1.0,0.0,0.0,0.0,0.0,1.0,594.1,0.0,100.0,594.1,2000.0,3000.0,3000.0,0.9,0.0,4.547473508864641e-13,0.0,5.0,2.0,1.0,1.4,True,1405.9,0.0,0.0,100.0,charge-1500,1000.0
149,149,-0.9589242746631385,0.28366218546322625,1.0,0.0,0.0,0.0,0.0,1.0,561.82,4.92,100.0,556.9,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1443.1,0.0,0.88,100.0,charge-500,1000.0
150,150,-0.27941549819892586,0.960170286650366,1.0,0.0,0.0,0.0,0.0,1.0,534.68,42.18,100.0,492.5,2000.0,2507.5,3000.0,0.9,0.0,0.0,492.5,5.0,2.0,1.0,1.4,True,1507.5,0.0,7.89,83.58,discharge-1000,-586.98
151,151,0.6569865987187891,0.7539022543433046,1.0,0.0,0.0,0.0,0.0,1.0,557.74,141.84,100.0,415.9,2000.0,2091.6,3000.0,0.9,0.0,0.0,415.9,5.0,2.0,1.0,1.4,True,1584.1,0.0,25.43,69.72,discharge-1500,-1201.4900000000002
152,152,0.9893582466233818,-0.14550003380861354,1.0,0.0,0.0,0.0,0.0,1.0,553.92,220.32,100.0,333.6,2000.0,2091.6,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1666.4,0.0,39.77,69.72,do-nothing,0.0
153,153,0.4121184852417566,-0.9111302618846769,1.0,0.0,0.0,0.0,0.0,1.0,630.8,302.8,97.348,328.0,2000.0,2591.6,3000.0,0.9,8.25,491.75,0.0,5.0,2.0,1.0,1.4,True,1672.0,8.25,48.0,86.39,charge-500,1920.0100000000002
154,154,-0.5440211108893698,-0.8390715290764524,1.0,0.0,0.0,0.0,0.0,1.0,564.38,321.48,86.773,242.9,2000.0,3000.0,3000.0,0.9,20.011600000000005,388.38840000000005,0.0,5.0,2.0,1.0,1.4,True,1757.1,49.0,56.96,100.0,charge-1000,1832.2400000000002
155,155,-0.9999902065507035,0.004425697988050785,1.0,0.0,0.0,0.0,0.0,1.0,560.51,313.11,80.21,247.4,2000.0,2752.6,3000.0,0.9,0.0,0.0,247.4,5.0,2.0,1.0,1.4,True,1752.6,77.25,55.86,91.75,discharge-1000,365.01
156,156,-0.5365729180004349,0.8438539587324921,1.0,0.0,0.0,0.0,0.0,1.0,540.66,227.76,82.336,312.9,2000.0,3000.0,3000.0,0.9,24.17592800000001,223.22407200000006,0.0,5.0,2.0,1.0,1.4,True,1687.1,48.86,42.13,100.0,charge-500,1476.55
157,157,0.4201670368266409,0.9074467814501962,1.0,0.0,0.0,0.0,0.0,1.0,583.5,241.9,91.641,341.6,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1658.4,22.06,41.46,100.0,do-nothing,1000.0
158,158,0.9906073556948704,0.1367372182078336,1.0,0.0,0.0,0.0,0.0,1.0,563.63,19.73,97.152,543.9,2000.0,2500.0,3000.0,0.9,0.0,0.0,500.0,5.0,2.0,1.0,1.4,True,1456.1,0.58,3.5,83.33,discharge-500,-609.9300000000001
159,159,0.6502878401571168,-0.7596879128588213,1.0,0.0,0.0,0.0,0.0,1.0,574.48,1.18,100.0,573.3,2000.0,3000.0,3000.0,0.9,0.0,500.0000000000002,0.0,5.0,2.0,1.0,1.4,True,1426.7,0.0,0.21,100.0,charge-1500,2075.0
160,160,-0.2879033166650653,-0.9576594803233847,1.0,0.0,0.0,0.0,0.0,1.0,548.31,0.01,100.0,548.3,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1451.7,0.0,0.0,100.0,do-nothing,1000.0
161,161,-0.9613974918795568,-0.27516333805159693,1.0,0.0,0.0,0.0,0.0,1.0,612.8,0.0,100.0,612.8,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1387.2,0.0,0.0,100.0,charge-1000,1000.0
162,162,-0.750987246771676,0.6603167082440802,1.0,0.0,0.0,0.0,0.0,1.0,639.6,0.0,100.0,639.6,2000.0,2360.4,3000.0,0.9,0.0,0.0,639.6,5.0,2.0,1.0,1.4,True,1360.4,0.0,0.0,78.68,discharge-1500,-1847.73
163,163,0.14987720966295234,0.9887046181866692,1.0,0.0,0.0,0.0,0.0,1.0,749.2,0.0,100.0,749.2,2000.0,3000.0,3000.0,0.9,0.0,639.6000000000001,0.0,5.0,2.0,1.0,1.4,True,1250.8,0.0,0.0,100.0,charge-1500,2375.14
164,164,0.9129452507276277,0.40808206181339196,1.0,0.0,0.0,0.0,0.0,1.0,969.1,0.0,100.0,969.1,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,1030.9,0.0,0.0,100.0,charge-500,1000.0
165,165,0.8366556385360561,-0.5477292602242684,1.0,0.0,0.0,0.0,0.0,1.0,1375.3,0.0,100.0,1375.3,2000.0,3000.0,3000.0,0.9,0.0,0.0,0.0,5.0,2.0,1.0,1.4,True,624.7,0.0,0.0,100.0,do-nothing,1000.0
166,166,-0.008851309290403876,-0.9999608263946371,1.0,0.0,0.0,0.0,0.0,1.0,1130.3,0.0,100.0,1130.3,2000.0,3000.0,3000.0,0.9,0.0,2.2737367544323206e-13,0.0,5.0,2.0,1.0,1.4,True,869.7,0.0,0.0,100.0,charge-1500,1000.0
167,167,-0.8462204041751706,-0.5328330203333975,1.0,0.0,0.0,0.0,0.0,1.0,1120.8,0.0,100.0,1120.8,2000.0,3000.0,3000.0,0.9,0.0,2.2737367544323206e-13,0.0,5.0,2.0,1.0,1.4,True,879.2,0.0,0.0,100.0,charge-1500,1000.0
